busy_spin,hepnos_num_event_databases,hepnos_num_product_databases,hepnos_num_providers,hepnos_num_rpc_threads,hepnos_pes_per_node,hepnos_pool_type,hepnos_progress_thread,loader_batch_size,loader_pes_per_node,loader_progress_thread,loader_async,loader_async_threads,pep_progress_thread,pep_num_threads,pep_ibatch_size,pep_obatch_size,pep_pes_per_node,pep_no_preloading,pep_no_rdma,scale,enable_pep,more_params,objective,elapsed_sec
False,16,11,2,9,8,fifo,False,928,8,True,True,2,False,16,62,966,32,False,True,8,True,True,4.6043217249190285,103.01988744735718
True,13,12,19,52,16,fifo_wait,True,170,4,False,True,5,True,7,477,56,16,True,True,8,True,True,4.594924216639656,202.1427857875824
True,6,5,23,24,32,fifo_wait,False,32,4,True,False,50,False,7,39,96,32,True,False,8,True,True,4.827716346910223,328.533894777298
True,6,15,20,25,4,fifo_wait,True,128,4,False,False,10,False,22,11,22,32,True,True,8,True,True,5.050498072619955,484.7635898590088
False,11,16,22,22,16,fifo,False,144,4,True,True,9,True,3,40,29,8,True,False,8,True,True,4.986054921004612,631.2517189979553
False,12,9,31,32,2,fifo_wait,True,92,2,False,True,23,False,26,15,247,8,False,False,8,True,True,4.914371418514508,767.6160852909088
True,3,12,30,29,4,fifo_wait,True,103,8,False,False,2,False,31,9,162,2,True,False,8,True,True,5.132108829077417,937.1199123859406
True,15,1,14,59,2,fifo_wait,True,655,16,True,True,2,True,3,65,28,4,False,False,8,True,True,3.3759061317401127,966.4369566440582
True,13,7,17,19,4,fifo,False,68,16,True,False,3,False,3,22,8,2,False,False,8,True,True,5.322381319006598,1171.4381232261658
True,13,9,31,54,32,fifo_wait,False,1102,4,True,False,3,False,25,403,378,4,True,False,8,True,True,4.807837629011438,1294.0354070663452
True,4,1,30,61,32,fifo_wait,False,1288,8,True,True,33,True,11,676,938,32,True,False,8,True,True,4.623837050389519,1400.775386095047
True,14,4,8,10,8,fifo_wait,True,1662,4,True,True,56,True,3,860,958,32,True,False,8,True,True,4.869453691779778,1535.4921536445618
False,11,12,3,63,16,fifo_wait,True,77,16,True,True,36,True,18,439,1001,4,False,False,8,True,True,4.506544952010252,1630.498527765274
True,1,6,1,43,2,fifo_wait,True,1972,16,True,True,34,False,5,482,766,32,False,False,8,True,True,3.8563260937219423,1682.3536052703855
True,12,8,23,43,1,fifo_wait,True,1599,16,True,True,16,True,21,464,99,16,True,True,8,True,True,4.672237917749202,1793.8118796348572
False,13,1,4,55,8,fifo_wait,False,1567,16,True,True,28,True,3,829,183,4,True,False,8,True,True,4.2133322943800495,1865.8406715393064
True,2,4,3,30,4,fifo_wait,True,1374,16,True,True,36,True,29,84,210,16,False,False,8,True,True,4.261812870544191,1941.4138391017912
True,12,14,6,30,1,fifo_wait,True,1805,16,True,True,43,False,14,669,882,4,False,False,8,True,True,4.235350554942755,2015.0445494651792
True,7,13,1,50,1,fifo_wait,False,1992,16,True,True,21,False,4,332,86,1,False,False,8,True,True,3.9032713166812383,2069.6357271671295
True,6,5,31,61,1,fifo_wait,False,1111,2,True,False,7,True,6,659,950,32,False,True,8,True,True,4.53385842063121,2168.841506242752
True,10,13,4,59,32,fifo_wait,True,1960,2,True,True,7,False,11,46,896,4,False,True,8,True,True,4.937430983933214,2312.926791906357
False,10,8,1,62,1,fifo_wait,False,1976,8,True,True,12,True,19,969,595,16,True,True,8,True,True,4.575084980955618,2414.549100637436
True,3,11,2,47,4,fifo_wait,False,1687,16,True,False,40,False,4,1002,763,32,False,False,8,True,True,3.7866609916945335,2463.4476861953735
